id,label,pixel,value,x,y
64,0,155,0,12,10
64,0,156,0,13,10
64,0,157,1,14,10
64,0,158,1,15,10
64,0,159,0,16,10
64,0,160,0,1,11
64,0,161,1,2,11
64,0,162,1,3,11
64,0,163,1,4,11
64,0,164,1,5,11
64,0,165,0,6,11
64,0,166,0,7,11
64,0,167,0,8,11
64,0,168,0,9,11
64,0,169,0,10,11
64,0,170,0,11,11
64,0,171,0,12,11
64,0,172,1,13,11
64,0,173,1,14,11
64,0,174,1,15,11
64,0,175,0,16,11
64,0,176,0,1,12
64,0,177,0,2,12
64,0,178,1,3,12
64,0,179,1,4,12
64,0,180,1,5,12
64,0,181,0,6,12
64,0,182,0,7,12
64,0,183,0,8,12
64,0,184,0,9,12
64,0,185,0,10,12
64,0,186,0,11,12
64,0,187,0,12,12
64,0,188,1,13,12
64,0,189,1,14,12
64,0,190,0,15,12
64,0,191,0,16,12
64,0,192,0,1,13
64,0,193,0,2,13
64,0,194,0,3,13
64,0,195,1,4,13
64,0,196,1,5,13
64,0,197,1,6,13
64,0,198,0,7,13
64,0,199,0,8,13
64,0,200,0,9,13
64,0,201,0,10,13
64,0,202,1,11,13
64,0,203,1,12,13
64,0,204,1,13,13
64,0,205,1,14,13
64,0,206,0,15,13
64,0,207,0,16,13
64,0,208,0,1,14
64,0,209,0,2,14
64,0,210,0,3,14
64,0,211,1,4,14
64,0,212,1,5,14
64,0,213,1,6,14
64,0,214,0,7,14
64,0,215,0,8,14
64,0,216,0,9,14
64,0,217,1,10,14
64,0,218,1,11,14
64,0,219,1,12,14
64,0,220,1,13,14
64,0,221,0,14,14
64,0,222,0,15,14
64,0,223,0,16,14
64,0,224,0,1,15
64,0,225,0,2,15
64,0,226,0,3,15
64,0,227,0,4,15
64,0,228,1,5,15
64,0,229,1,6,15
64,0,230,1,7,15
64,0,231,1,8,15
64,0,232,1,9,15
64,0,233,1,10,15
64,0,234,1,11,15
64,0,235,1,12,15
64,0,236,0,13,15
64,0,237,0,14,15
64,0,238,0,15,15
64,0,239,0,16,15
64,0,240,0,1,16
64,0,241,0,2,16
64,0,242,0,3,16
64,0,243,0,4,16
64,0,244,0,5,16
64,0,245,1,6,16
64,0,246,1,7,16
64,0,247,1,8,16
64,0,248,1,9,16
64,0,249,1,10,16
64,0,250,0,11,16
64,0,251,0,12,16
64,0,252,0,13,16
64,0,253,0,14,16
64,0,254,0,15,16
64,0,255,0,16,16
65,0,0,0,1,1
65,0,1,0,2,1
65,0,2,0,3,1
65,0,3,0,4,1
65,0,4,0,5,1
65,0,5,1,6,1
65,0,6,1,7,1
65,0,7,1,8,1
65,0,8,1,9,1
65,0,9,0,10,1
65,0,10,1,11,1
65,0,11,1,12,1
65,0,12,1,13,1
65,0,13,0,14,1
65,0,14,0,15,1
65,0,15,0,16,1
65,0,16,0,1,2
65,0,17,0,2,2
65,0,18,0,3,2
65,0,19,0,4,2
65,0,20,1,5,2
65,0,21,1,6,2
65,0,22,1,7,2
65,0,23,0,8,2
65,0,24,0,9,2
65,0,25,0,10,2
65,0,26,0,11,2
65,0,27,0,12,2
65,0,28,1,13,2
65,0,29,1,14,2
65,0,30,1,15,2
65,0,31,0,16,2
65,0,32,0,1,3
65,0,33,0,2,3
65,0,34,0,3,3
65,0,35,1,4,3
65,0,36,1,5,3
65,0,37,1,6,3
65,0,38,1,7,3
65,0,39,0,8,3
65,0,40,0,9,3
65,0,41,0,10,3
65,0,42,0,11,3
65,0,43,0,12,3
65,0,44,0,13,3
65,0,45,1,14,3
65,0,46,1,15,3
65,0,47,0,16,3
65,0,48,0,1,4
65,0,49,0,2,4
65,0,50,1,3,4
65,0,51,1,4,4
65,0,52,1,5,4
65,0,53,1,6,4
65,0,54,1,7,4
65,0,55,0,8,4
65,0,56,0,9,4
65,0,57,0,10,4
65,0,58,0,11,4
65,0,59,0,12,4
65,0,60,0,13,4
65,0,61,1,14,4
65,0,62,1,15,4
65,0,63,1,16,4
65,0,64,0,1,5
65,0,65,0,2,5
65,0,66,1,3,5
65,0,67,1,4,5
65,0,68,1,5,5
65,0,69,0,6,5
65,0,70,0,7,5
65,0,71,0,8,5
65,0,72,0,9,5
65,0,73,0,10,5
65,0,74,0,11,5
65,0,75,0,12,5
65,0,76,0,13,5
65,0,77,0,14,5
65,0,78,1,15,5
65,0,79,1,16,5
65,0,80,0,1,6
65,0,81,1,2,6
65,0,82,1,3,6
65,0,83,1,4,6
65,0,84,1,5,6
65,0,85,0,6,6
65,0,86,0,7,6
65,0,87,0,8,6
65,0,88,0,9,6
65,0,89,0,10,6
65,0,90,0,11,6
65,0,91,0,12,6
65,0,92,0,13,6
65,0,93,0,14,6
65,0,94,1,15,6
65,0,95,1,16,6
65,0,96,0,1,7
65,0,97,1,2,7
65,0,98,1,3,7
65,0,99,1,4,7
65,0,100,0,5,7
65,0,101,0,6,7
65,0,102,0,7,7
65,0,103,0,8,7
65,0,104,0,9,7
65,0,105,0,10,7
65,0,106,0,11,7
65,0,107,0,12,7
65,0,108,0,13,7
65,0,109,0,14,7
65,0,110,1,15,7
65,0,111,1,16,7
65,0,112,0,1,8
65,0,113,1,2,8
65,0,114,1,3,8
65,0,115,1,4,8
65,0,116,0,5,8
65,0,117,0,6,8
65,0,118,0,7,8
65,0,119,0,8,8
65,0,120,0,9,8
65,0,121,0,10,8
65,0,122,0,11,8
65,0,123,0,12,8
65,0,124,0,13,8
65,0,125,1,14,8
65,0,126,1,15,8
65,0,127,1,16,8
65,0,128,1,1,9
65,0,129,1,2,9
65,0,130,1,3,9
65,0,131,0,4,9
65,0,132,0,5,9
65,0,133,0,6,9
65,0,134,0,7,9
65,0,135,0,8,9
65,0,136,0,9,9
65,0,137,0,10,9
65,0,138,0,11,9
65,0,139,0,12,9
65,0,140,0,13,9
65,0,141,1,14,9
65,0,142,1,15,9
65,0,143,1,16,9
65,0,144,1,1,10
65,0,145,1,2,10
65,0,146,0,3,10
65,0,147,0,4,10
65,0,148,0,5,10
65,0,149,0,6,10
65,0,150,0,7,10
65,0,151,0,8,10
65,0,152,0,9,10
65,0,153,0,10,10
65,0,154,0,11,10
65,0,155,0,12,10
65,0,156,1,13,10
65,0,157,1,14,10
65,0,158,1,15,10
65,0,159,0,16,10
65,0,160,1,1,11
65,0,161,1,2,11
65,0,162,0,3,11
65,0,163,0,4,11
65,0,164,0,5,11
65,0,165,0,6,11
65,0,166,0,7,11
65,0,167,0,8,11
65,0,168,0,9,11
65,0,169,0,10,11
65,0,170,1,11,11
65,0,171,1,12,11
65,0,172,1,13,11
65,0,173,1,14,11
65,0,174,0,15,11
65,0,175,0,16,11
65,0,176,1,1,12
65,0,177,1,2,12
65,0,178,0,3,12
65,0,179,0,4,12
65,0,180,0,5,12
65,0,181,0,6,12
65,0,182,0,7,12
65,0,183,0,8,12
65,0,184,0,9,12
65,0,185,1,10,12
65,0,186,1,11,12
65,0,187,1,12,12
65,0,188,1,13,12
65,0,189,0,14,12
65,0,190,0,15,12
65,0,191,0,16,12
65,0,192,1,1,13
65,0,193,1,2,13
65,0,194,0,3,13
65,0,195,0,4,13
65,0,196,0,5,13
65,0,197,0,6,13
65,0,198,0,7,13
65,0,199,1,8,13
65,0,200,1,9,13
65,0,201,1,10,13
65,0,202,1,11,13
65,0,203,0,12,13
65,0,204,0,13,13
65,0,205,0,14,13
65,0,206,0,15,13
65,0,207,0,16,13
65,0,208,1,1,14
65,0,209,1,2,14
65,0,210,1,3,14
65,0,211,0,4,14
65,0,212,0,5,14
65,0,213,1,6,14
65,0,214,1,7,14
65,0,215,1,8,14
65,0,216,1,9,14
65,0,217,1,10,14
65,0,218,0,11,14
65,0,219,0,12,14
65,0,220,0,13,14
65,0,221,0,14,14
65,0,222,0,15,14
65,0,223,0,16,14
65,0,224,1,1,15
65,0,225,1,2,15
65,0,226,1,3,15
65,0,227,1,4,15
65,0,228,1,5,15
65,0,229,1,6,15
65,0,230,1,7,15
65,0,231,1,8,15
65,0,232,0,9,15
65,0,233,0,10,15
65,0,234,0,11,15
65,0,235,0,12,15
65,0,236,0,13,15
65,0,237,0,14,15
65,0,238,0,15,15
65,0,239,0,16,15
65,0,240,0,1,16
65,0,241,0,2,16
65,0,242,1,3,16
65,0,243,1,4,16
65,0,244,1,5,16
65,0,245,0,6,16
65,0,246,0,7,16
65,0,247,0,8,16
65,0,248,0,9,16
65,0,249,0,10,16
65,0,250,0,11,16
65,0,251,0,12,16
65,0,252,0,13,16
65,0,253,0,14,16
65,0,254,0,15,16
65,0,255,0,16,16
66,0,0,0,1,1
66,0,1,0,2,1
66,0,2,0,3,1
66,0,3,0,4,1
66,0,4,0,5,1
66,0,5,0,6,1
66,0,6,0,7,1
66,0,7,0,8,1
66,0,8,1,9,1
66,0,9,1,10,1
66,0,10,1,11,1
66,0,11,1,12,1
66,0,12,1,13,1
66,0,13,1,14,1
66,0,14,1,15,1
66,0,15,0,16,1
66,0,16,0,1,2
66,0,17,0,2,2
66,0,18,0,3,2
66,0,19,0,4,2
66,0,20,0,5,2
66,0,21,0,6,2
66,0,22,1,7,2
66,0,23,1,8,2
66,0,24,1,9,2
66,0,25,1,10,2
66,0,26,1,11,2
66,0,27,0,12,2
66,0,28,0,13,2
66,0,29,0,14,2
66,0,30,1,15,2
66,0,31,1,16,2
66,0,32,0,1,3
66,0,33,0,2,3
66,0,34,0,3,3
66,0,35,0,4,3
66,0,36,0,5,3
66,0,37,1,6,3
66,0,38,1,7,3
66,0,39,1,8,3
66,0,40,1,9,3
66,0,41,0,10,3
66,0,42,0,11,3
66,0,43,0,12,3
66,0,44,0,13,3
66,0,45,0,14,3
66,0,46,1,15,3
66,0,47,1,16,3
66,0,48,0,1,4
66,0,49,0,2,4
66,0,50,0,3,4
66,0,51,0,4,4
66,0,52,1,5,4
66,0,53,1,6,4
66,0,54,1,7,4
66,0,55,0,8,4
66,0,56,0,9,4
66,0,57,0,10,4
66,0,58,0,11,4
66,0,59,0,12,4
66,0,60,0,13,4
66,0,61,0,14,4
66,0,62,1,15,4
66,0,63,1,16,4
66,0,64,0,1,5
66,0,65,0,2,5
66,0,66,0,3,5
66,0,67,1,4,5
66,0,68,1,5,5
66,0,69,0,6,5
66,0,70,0,7,5
66,0,71,0,8,5
66,0,72,0,9,5
66,0,73,0,10,5
66,0,74,0,11,5
66,0,75,0,12,5
66,0,76,0,13,5
66,0,77,0,14,5
66,0,78,1,15,5
66,0,79,1,16,5
66,0,80,0,1,6
66,0,81,0,2,6
66,0,82,1,3,6
66,0,83,1,4,6
66,0,84,0,5,6
66,0,85,0,6,6
66,0,86,0,7,6
66,0,87,0,8,6
66,0,88,0,9,6
66,0,89,0,10,6
66,0,90,0,11,6
66,0,91,0,12,6
66,0,92,0,13,6
66,0,93,0,14,6
66,0,94,1,15,6
66,0,95,1,16,6
66,0,96,0,1,7
66,0,97,0,2,7
66,0,98,1,3,7
66,0,99,1,4,7
66,0,100,0,5,7
66,0,101,0,6,7
66,0,102,0,7,7
66,0,103,0,8,7
66,0,104,0,9,7
66,0,105,0,10,7
66,0,106,0,11,7
66,0,107,0,12,7
66,0,108,0,13,7
66,0,109,0,14,7
66,0,110,1,15,7
66,0,111,1,16,7
66,0,112,0,1,8
66,0,113,1,2,8
66,0,114,1,3,8
66,0,115,1,4,8
66,0,116,0,5,8
66,0,117,0,6,8
66,0,118,0,7,8
66,0,119,0,8,8
66,0,120,0,9,8
66,0,121,0,10,8
66,0,122,0,11,8
66,0,123,0,12,8
66,0,124,0,13,8
66,0,125,0,14,8
66,0,126,1,15,8
66,0,127,1,16,8
66,0,128,1,1,9
66,0,129,1,2,9
66,0,130,1,3,9
66,0,131,1,4,9
66,0,132,0,5,9
66,0,133,0,6,9
66,0,134,0,7,9
66,0,135,0,8,9
66,0,136,0,9,9
66,0,137,0,10,9
66,0,138,0,11,9
66,0,139,0,12,9
66,0,140,0,13,9
66,0,141,1,14,9
66,0,142,1,15,9
66,0,143,0,16,9
66,0,144,1,1,10
66,0,145,1,2,10
66,0,146,1,3,10
66,0,147,1,4,10
66,0,148,0,5,10
66,0,149,0,6,10
66,0,150,0,7,10
66,0,151,0,8,10
66,0,152,0,9,10
66,0,153,0,10,10
66,0,154,0,11,10
66,0,155,0,12,10
66,0,156,0,13,10
66,0,157,1,14,10
66,0,158,1,15,10
66,0,159,0,16,10
66,0,160,1,1,11
66,0,161,1,2,11
66,0,162,1,3,11
66,0,163,0,4,11
66,0,164,0,5,11
66,0,165,0,6,11
66,0,166,0,7,11
66,0,167,0,8,11
66,0,168,0,9,11
66,0,169,0,10,11
66,0,170,0,11,11
66,0,171,0,12,11
66,0,172,0,13,11
66,0,173,0,14,11
66,0,174,0,15,11
66,0,175,0,16,11
66,0,176,1,1,12
66,0,177,1,2,12
66,0,178,1,3,12
66,0,179,0,4,12
66,0,180,0,5,12
66,0,181,0,6,12
66,0,182,0,7,12
66,0,183,0,8,12
66,0,184,0,9,12
66,0,185,0,10,12
66,0,186,1,11,12
66,0,187,1,12,12
66,0,188,1,13,12
66,0,189,0,14,12
66,0,190,0,15,12
66,0,191,0,16,12
66,0,192,1,1,13
66,0,193,1,2,13
66,0,194,1,3,13
66,0,195,0,4,13
66,0,196,0,5,13
66,0,197,0,6,13
66,0,198,0,7,13
66,0,199,0,8,13
66,0,200,0,9,13
66,0,201,1,10,13
66,0,202,1,11,13
66,0,203,0,12,13
66,0,204,0,13,13
66,0,205,0,14,13
66,0,206,0,15,13
66,0,207,0,16,13
66,0,208,0,1,14
66,0,209,1,2,14
66,0,210,1,3,14
66,0,211,0,4,14
66,0,212,0,5,14
66,0,213,0,6,14
66,0,214,1,7,14
66,0,215,1,8,14
66,0,216,1,9,14
66,0,217,1,10,14
66,0,218,0,11,14
66,0,219,0,12,14
66,0,220,0,13,14
66,0,221,0,14,14
66,0,222,0,15,14
66,0,223,0,16,14
66,0,224,0,1,15
66,0,225,1,2,15
66,0,226,1,3,15
66,0,227,1,4,15
66,0,228,1,5,15
66,0,229,1,6,15
66,0,230,1,7,15
66,0,231,0,8,15
66,0,232,0,9,15
66,0,233,0,10,15
66,0,234,0,11,15
66,0,235,0,12,15
66,0,236,0,13,15
66,0,237,0,14,15
66,0,238,0,15,15
66,0,239,0,16,15
66,0,240,0,1,16
66,0,241,0,2,16
66,0,242,1,3,16
66,0,243,1,4,16
66,0,244,1,5,16
66,0,245,0,6,16
66,0,246,0,7,16
66,0,247,0,8,16
66,0,248,0,9,16
66,0,249,0,10,16
66,0,250,0,11,16
66,0,251,0,12,16
66,0,252,0,13,16
66,0,253,0,14,16
66,0,254,0,15,16
66,0,255,0,16,16
67,0,0,0,1,1
67,0,1,0,2,1
67,0,2,0,3,1
67,0,3,0,4,1
67,0,4,0,5,1
67,0,5,0,6,1
67,0,6,0,7,1
67,0,7,0,8,1
67,0,8,1,9,1
67,0,9,1,10,1
67,0,10,1,11,1
67,0,11,1,12,1
67,0,12,1,13,1
67,0,13,0,14,1
67,0,14,0,15,1
67,0,15,0,16,1
67,0,16,0,1,2
67,0,17,0,2,2
67,0,18,0,3,2
67,0,19,0,4,2
67,0,20,0,5,2
67,0,21,0,6,2
67,0,22,1,7,2
67,0,23,1,8,2
67,0,24,1,9,2
67,0,25,1,10,2
67,0,26,1,11,2
67,0,27,1,12,2
67,0,28,1,13,2
67,0,29,1,14,2
67,0,30,1,15,2
67,0,31,0,16,2
67,0,32,0,1,3
67,0,33,0,2,3
67,0,34,0,3,3
67,0,35,0,4,3
67,0,36,1,5,3
67,0,37,1,6,3
67,0,38,1,7,3
67,0,39,1,8,3
67,0,40,1,9,3
67,0,41,1,10,3
67,0,42,1,11,3
67,0,43,0,12,3
67,0,44,1,13,3
67,0,45,1,14,3
67,0,46,1,15,3
67,0,47,0,16,3
67,0,48,0,1,4
67,0,49,0,2,4
67,0,50,0,3,4
67,0,51,1,4,4
67,0,52,1,5,4
67,0,53,1,6,4
67,0,54,1,7,4
67,0,55,0,8,4
67,0,56,1,9,4
67,0,57,1,10,4
67,0,58,0,11,4
67,0,59,0,12,4
67,0,60,0,13,4
67,0,61,1,14,4
67,0,62,1,15,4
67,0,63,1,16,4
67,0,64,0,1,5
67,0,65,0,2,5
67,0,66,1,3,5
67,0,67,1,4,5
67,0,68,1,5,5
67,0,69,0,6,5
67,0,70,0,7,5
67,0,71,0,8,5
67,0,72,0,9,5
67,0,73,1,10,5
67,0,74,0,11,5
67,0,75,0,12,5
67,0,76,0,13,5
67,0,77,0,14,5
67,0,78,1,15,5
67,0,79,1,16,5
67,0,80,0,1,6
67,0,81,1,2,6
67,0,82,1,3,6
67,0,83,1,4,6
67,0,84,0,5,6
67,0,85,0,6,6
67,0,86,0,7,6
67,0,87,0,8,6
67,0,88,0,9,6
67,0,89,0,10,6
67,0,90,0,11,6
67,0,91,0,12,6
67,0,92,0,13,6
67,0,93,0,14,6
67,0,94,1,15,6
67,0,95,1,16,6
67,0,96,1,1,7
67,0,97,1,2,7
67,0,98,1,3,7
67,0,99,0,4,7
67,0,100,0,5,7
67,0,101,0,6,7
67,0,102,0,7,7
67,0,103,0,8,7
67,0,104,0,9,7
67,0,105,0,10,7
67,0,106,0,11,7
67,0,107,0,12,7
67,0,108,0,13,7
67,0,109,0,14,7
67,0,110,1,15,7
67,0,111,1,16,7
67,0,112,1,1,8
67,0,113,1,2,8
67,0,114,1,3,8
67,0,115,0,4,8
67,0,116,0,5,8
67,0,117,0,6,8
67,0,118,0,7,8
67,0,119,0,8,8
67,0,120,0,9,8
67,0,121,0,10,8
67,0,122,0,11,8
67,0,123,0,12,8
67,0,124,0,13,8
67,0,125,1,14,8
67,0,126,1,15,8
67,0,127,1,16,8
67,0,128,1,1,9
67,0,129,1,2,9
67,0,130,0,3,9
67,0,131,0,4,9
67,0,132,0,5,9
67,0,133,0,6,9
67,0,134,0,7,9
67,0,135,0,8,9
67,0,136,0,9,9
67,0,137,0,10,9
67,0,138,0,11,9
67,0,139,0,12,9
67,0,140,0,13,9
67,0,141,1,14,9
67,0,142,1,15,9
67,0,143,0,16,9
67,0,144,1,1,10
67,0,145,1,2,10
67,0,146,0,3,10
67,0,147,0,4,10
67,0,148,0,5,10
67,0,149,0,6,10
67,0,150,0,7,10
67,0,151,0,8,10
67,0,152,0,9,10
67,0,153,0,10,10
67,0,154,0,11,10
67,0,155,0,12,10
67,0,156,1,13,10
67,0,157,1,14,10
67,0,158,1,15,10
67,0,159,0,16,10
67,0,160,1,1,11
67,0,161,1,2,11
67,0,162,0,3,11
67,0,163,0,4,11
67,0,164,0,5,11
67,0,165,0,6,11
67,0,166,0,7,11
67,0,167,0,8,11
67,0,168,0,9,11
67,0,169,0,10,11
67,0,170,0,11,11
67,0,171,0,12,11
67,0,172,1,13,11
67,0,173,1,14,11
67,0,174,1,15,11
67,0,175,0,16,11
67,0,176,1,1,12
67,0,177,1,2,12
67,0,178,1,3,12
67,0,179,0,4,12
67,0,180,0,5,12
67,0,181,0,6,12
67,0,182,0,7,12
67,0,183,0,8,12
67,0,184,0,9,12
67,0,185,0,10,12
67,0,186,0,11,12
67,0,187,1,12,12
67,0,188,1,13,12
67,0,189,1,14,12
67,0,190,0,15,12
67,0,191,0,16,12
67,0,192,0,1,13
67,0,193,1,2,13
67,0,194,1,3,13
67,0,195,1,4,13
67,0,196,1,5,13
67,0,197,0,6,13
67,0,198,0,7,13
67,0,199,0,8,13
67,0,200,0,9,13
67,0,201,1,10,13
67,0,202,1,11,13
67,0,203,1,12,13
67,0,204,1,13,13
67,0,205,0,14,13
67,0,206,0,15,13
67,0,207,0,16,13
67,0,208,0,1,14
67,0,209,0,2,14
67,0,210,1,3,14
67,0,211,1,4,14
67,0,212,1,5,14
67,0,213,1,6,14
67,0,214,1,7,14
67,0,215,1,8,14
67,0,216,1,9,14
67,0,217,1,10,14
67,0,218,1,11,14
67,0,219,1,12,14
67,0,220,0,13,14
67,0,221,0,14,14
67,0,222,0,15,14
67,0,223,0,16,14
67,0,224,0,1,15
67,0,225,0,2,15
67,0,226,0,3,15
67,0,227,0,4,15
67,0,228,0,5,15
67,0,229,1,6,15
67,0,230,1,7,15
67,0,231,1,8,15
67,0,232,1,9,15
67,0,233,0,10,15
67,0,234,0,11,15
67,0,235,0,12,15
67,0,236,0,13,15
67,0,237,0,14,15
67,0,238,0,15,15
67,0,239,0,16,15
67,0,240,0,1,16
67,0,241,0,2,16
67,0,242,0,3,16
67,0,243,0,4,16
67,0,244,0,5,16
67,0,245,0,6,16
67,0,246,0,7,16
67,0,247,0,8,16
67,0,248,0,9,16
67,0,249,0,10,16
67,0,250,0,11,16
67,0,251,0,12,16
67,0,252,0,13,16
67,0,253,0,14,16
67,0,254,0,15,16
67,0,255,0,16,16
68,0,0,0,1,1
68,0,1,0,2,1
68,0,2,0,3,1
68,0,3,0,4,1
68,0,4,0,5,1
68,0,5,1,6,1
68,0,6,1,7,1
68,0,7,1,8,1
68,0,8,1,9,1
68,0,9,1,10,1
68,0,10,1,11,1
68,0,11,0,12,1
68,0,12,0,13,1
68,0,13,0,14,1
68,0,14,0,15,1
68,0,15,0,16,1
68,0,16,0,1,2
68,0,17,0,2,2
68,0,18,0,3,2
68,0,19,0,4,2
68,0,20,1,5,2
68,0,21,1,6,2
68,0,22,1,7,2
68,0,23,0,8,2
68,0,24,0,9,2
68,0,25,0,10,2
68,0,26,1,11,2
68,0,27,1,12,2
68,0,28,1,13,2
68,0,29,0,14,2
68,0,30,0,15,2
68,0,31,0,16,2
68,0,32,0,1,3
68,0,33,1,2,3
68,0,34,1,3,3
68,0,35,1,4,3
68,0,36,1,5,3
68,0,37,1,6,3
68,0,38,0,7,3
68,0,39,0,8,3
68,0,40,0,9,3
68,0,41,0,10,3
68,0,42,1,11,3
68,0,43,0,12,3
68,0,44,1,13,3
68,0,45,1,14,3
68,0,46,0,15,3
68,0,47,0,16,3
68,0,48,1,1,4
68,0,49,1,2,4
68,0,50,0,3,4
68,0,51,1,4,4
68,0,52,1,5,4
68,0,53,0,6,4
68,0,54,0,7,4
68,0,55,0,8,4
68,0,56,0,9,4
68,0,57,0,10,4
68,0,58,0,11,4
68,0,59,0,12,4
68,0,60,0,13,4
68,0,61,1,14,4
68,0,62,1,15,4
68,0,63,0,16,4
68,0,64,1,1,5
68,0,65,1,2,5
68,0,66,0,3,5
68,0,67,1,4,5
68,0,68,1,5,5
68,0,69,0,6,5
68,0,70,0,7,5
68,0,71,0,8,5
68,0,72,0,9,5
68,0,73,0,10,5
68,0,74,0,11,5
68,0,75,0,12,5
68,0,76,0,13,5
68,0,77,1,14,5
68,0,78,1,15,5
68,0,79,0,16,5
68,0,80,1,1,6
68,0,81,1,2,6
68,0,82,0,3,6
68,0,83,1,4,6
68,0,84,1,5,6
68,0,85,0,6,6
68,0,86,0,7,6
68,0,87,0,8,6
68,0,88,0,9,6
68,0,89,0,10,6
68,0,90,0,11,6
68,0,91,0,12,6
68,0,92,0,13,6
68,0,93,0,14,6
68,0,94,1,15,6
68,0,95,1,16,6
68,0,96,1,1,7
68,0,97,0,2,7
68,0,98,0,3,7
68,0,99,0,4,7
68,0,100,1,5,7
68,0,101,0,6,7
68,0,102,0,7,7
68,0,103,0,8,7
68,0,104,0,9,7
68,0,105,0,10,7
68,0,106,0,11,7
68,0,107,0,12,7
68,0,108,0,13,7
68,0,109,0,14,7
68,0,110,1,15,7
68,0,111,1,16,7
68,0,112,1,1,8
68,0,113,0,2,8
68,0,114,0,3,8
68,0,115,0,4,8
68,0,116,1,5,8
68,0,117,0,6,8
68,0,118,0,7,8
68,0,119,0,8,8
68,0,120,0,9,8
68,0,121,0,10,8
68,0,122,0,11,8
68,0,123,0,12,8
68,0,124,0,13,8
68,0,125,0,14,8
68,0,126,1,15,8
68,0,127,1,16,8
68,0,128,1,1,9
68,0,129,0,2,9
68,0,130,0,3,9
68,0,131,0,4,9
68,0,132,1,5,9
68,0,133,1,6,9
68,0,134,0,7,9
68,0,135,0,8,9
68,0,136,0,9,9
68,0,137,0,10,9
68,0,138,0,11,9
68,0,139,0,12,9
68,0,140,0,13,9
68,0,141,0,14,9
68,0,142,1,15,9
68,0,143,1,16,9
68,0,144,1,1,10
68,0,145,0,2,10
68,0,146,0,3,10
68,0,147,0,4,10
68,0,148,0,5,10
68,0,149,0,6,10
68,0,150,0,7,10
68,0,151,0,8,10
68,0,152,0,9,10
68,0,153,0,10,10
68,0,154,0,11,10
68,0,155,0,12,10
68,0,156,0,13,10
68,0,157,0,14,10
68,0,158,1,15,10
68,0,159,1,16,10
68,0,160,1,1,11
68,0,161,1,2,11
68,0,162,0,3,11
68,0,163,0,4,11
68,0,164,0,5,11
68,0,165,0,6,11
68,0,166,0,7,11
68,0,167,0,8,11
68,0,168,0,9,11
68,0,169,0,10,11
68,0,170,0,11,11
68,0,171,0,12,11
68,0,172,0,13,11
68,0,173,1,14,11
68,0,174,1,15,11
68,0,175,1,16,11
68,0,176,1,1,12
68,0,177,1,2,12
68,0,178,0,3,12
68,0,179,0,4,12
68,0,180,0,5,12
68,0,181,0,6,12
68,0,182,0,7,12
68,0,183,0,8,12
68,0,184,0,9,12
68,0,185,0,10,12
68,0,186,0,11,12
68,0,187,0,12,12
68,0,188,0,13,12
68,0,189,1,14,12
68,0,190,1,15,12
68,0,191,0,16,12
68,0,192,0,1,13
68,0,193,1,2,13
68,0,194,1,3,13
68,0,195,0,4,13
68,0,196,0,5,13
68,0,197,0,6,13
68,0,198,0,7,13
68,0,199,0,8,13
68,0,200,0,9,13
68,0,201,0,10,13
68,0,202,0,11,13
68,0,203,0,12,13
68,0,204,1,13,13
68,0,205,1,14,13
68,0,206,0,15,13
68,0,207,0,16,13
68,0,208,0,1,14
68,0,209,1,2,14
68,0,210,1,3,14
68,0,211,1,4,14
68,0,212,1,5,14
68,0,213,0,6,14
68,0,214,0,7,14
68,0,215,0,8,14
68,0,216,0,9,14
68,0,217,0,10,14
68,0,218,1,11,14
68,0,219,1,12,14
68,0,220,1,13,14
68,0,221,1,14,14
68,0,222,0,15,14
68,0,223,0,16,14
68,0,224,0,1,15
68,0,225,0,2,15
68,0,226,0,3,15
68,0,227,1,4,15
68,0,228,1,5,15
68,0,229,1,6,15
68,0,230,1,7,15
68,0,231,1,8,15
68,0,232,1,9,15
68,0,233,1,10,15
68,0,234,1,11,15
68,0,235,0,12,15
68,0,236,0,13,15
68,0,237,0,14,15
68,0,238,0,15,15
68,0,239,0,16,15
68,0,240,0,1,16
68,0,241,0,2,16
68,0,242,0,3,16
68,0,243,0,4,16
68,0,244,1,5,16
68,0,245,1,6,16
68,0,246,1,7,16
68,0,247,1,8,16
68,0,248,1,9,16
68,0,249,1,10,16
68,0,250,0,11,16
68,0,251,0,12,16
68,0,252,0,13,16
68,0,253,0,14,16
68,0,254,0,15,16
68,0,255,0,16,16
69,0,0,0,1,1
69,0,1,0,2,1
69,0,2,0,3,1
69,0,3,0,4,1
69,0,4,1,5,1
69,0,5,1,6,1
69,0,6,1,7,1
69,0,7,1,8,1
69,0,8,1,9,1
69,0,9,0,10,1
69,0,10,0,11,1
69,0,11,0,12,1
69,0,12,0,13,1
69,0,13,0,14,1
69,0,14,0,15,1
69,0,15,0,16,1
69,0,16,0,1,2
69,0,17,0,2,2
69,0,18,0,3,2
69,0,19,0,4,2
69,0,20,1,5,2
69,0,21,1,6,2
69,0,22,1,7,2
69,0,23,1,8,2
69,0,24,1,9,2
69,0,25,1,10,2
69,0,26,1,11,2
69,0,27,1,12,2
69,0,28,0,13,2
69,0,29,0,14,2
69,0,30,0,15,2
69,0,31,0,16,2
69,0,32,0,1,3
69,0,33,0,2,3
69,0,34,0,3,3
69,0,35,1,4,3
69,0,36,1,5,3
69,0,37,1,6,3
69,0,38,1,7,3
69,0,39,1,8,3
